COc1ccc(cc1)C(O)=O OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O
CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2 Cc1cc(Cc2cc(C)c(O)c(C)c2)cc(C)c1O
CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N OC(=O)C(=O)C(c1ccccc1)c2ccccc2
CCCCCCCCCCCCCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)NCCCCCCCCCCCCCCCCCC)cc2)cc1 N#CC(c1ccccc1)c2ccccc2
CC(C)(c1ccc(OCCOC(=O)C=C)cc1)c2ccc(OCCOC(=O)C=C)cc2 CC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(C)O)cc2
CC(C)C(c1cc(C)cc(C)c1O)c2cc(C)cc(C)c2O CC(c1ccccc1)c2ccccc2
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl Cc1ccccc1Cc2ccccc2
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl OC(=O)C(O)(c1ccccc1)c2ccccc2
Fc1ccc(Cc2ccc(F)cc2)cc1 Cc1cc(O)c(Cc2ccccc2)c(C)c1Cl
CCC1=CC=C(C(C2=CC=C(CC)C=C2)C(Cl)Cl)C=C1 Nc1ccc(Cc2ccc(N)cc2)cc1
ClC1=CC=C(C=C1)C(C2=C(Cl)C=CC=C2)C(Cl)(Cl)Cl CC(C)CC(c1ccc(O)cc1)c2ccc(O)cc2
ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2 Oc1c(Cl)cc(Cl)cc1Cc2ccccc2
Cc1cc(Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C OC(=O)CCCC(C(O)=O)(c1ccccc1)c2ccccc2
CC1=C(CC2=C(Cl)C=CC=C2)C(Cl)=C(Cl)C(Cl)=C1 CC(C)(c1ccc(OCCO)cc1)c2ccc(OCCO)cc2
CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
CC1=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=CC=C1Cl CC(C)(c1ccccc1)c2ccc(O)cc2
CC1=C(CC2=CC=C(Cl)C=C2)C(Cl)=C(Cl)C(Cl)=C1 CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2
CC(=C)C(=O)OCCCOc1ccc(cc1)C(C)(C)c2ccc(OCCCOC(=O)C(C)=C)cc2 OC(c1ccccc1)c2ccccc2
CC1=C(Cl)C=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=C1 CC(C)(c1ccc(O)c(CC=C)c1)c2ccc(O)c(CC=C)c2
CC(Br)(CBr)COc1c(Br)cc(cc1Br)C(C)(C)c2cc(Br)c(OCC(C)(Br)CBr)c(Br)c2 Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl OC(=O)C(c1ccccc1C(O)=O)c2ccccc2C(O)=O
CCCC(c1cc(c(O)cc1C)C(C)(C)C)c2cc(c(O)cc2C)C(C)(C)C Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O
CC1=C(Cl)C(CC2=C(Cl)C=CC=C2Cl)=CC=C1Cl CN(C)CCOC(c1ccccc1)c1ccccc1
CC1=C(Cl)C=C(CC2=CC(Cl)=CC=C2Cl)C(Cl)=C1 Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F
CC(=O)OCCOc1ccc(cc1)C(C)(C)c2ccc(OCCOC(C)=O)cc2 OC(=O)CC(C(O)=O)(c1ccccc1)c2ccccc2
CC1=C(Cl)C=C(Cl)C(CC2=CC(Cl)=CC=C2Cl)=C1 OC(=O)C(c1ccccc1)c2ccccc2
CC1=C(Cl)C(Cl)=C(Cl)C(CC2=CC=C(Cl)C=C2)=C1 Cc1cc(Cc2ccc(N)c(C)c2)ccc1N
CC1=C(Cl)C=C(Cl)C(CC2=C(Cl)C=CC=C2Cl)=C1 OC(=O)C(CCBr)(c1ccccc1)c2ccccc2
CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C Oc1ccc(Cc2ccccc2)cc1
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c2cc(Br)c(OCC(Br)CBr)c(Br)c2 OC(c1ccccc1)c2ccc(Cl)cc2
CCCCCC(=O)NNC(=O)C1=CC=NC=C1 OCc1cccnc1
CCCOC(=O)c1cccnc1 CCc1cccnc1
OC(=O)c1ccnc(C(O)=O)c1C(O)=O NC(=O)c1cccnc1
Cc1cc(C)c(C)c(C)n1 CCOC(=O)c1cccnc1
CC(=O)C1=C(C(=O)O)C(C(=O)O)=CN=C1C C=Cc1ccncc1
OC(=O)c1ccncc1 Cc1ccc(C)nc1
OC(=S)c1cccnc1 Cc1ccccn1
OC(=O)c1nc(Cl)ccc1Cl Cc1cc(C)nc(C)c1
OC(=O)C1=CC=CN=C1C(O)=O OCc1ccncc1
OC(=O)c1cccc(n1)C(O)=O C=Cc1ccccn1
CC(CCC(=O)O)=NNC(=O)C1=CC=NC=C1 Nc1ccncc1
CC1=NC=C(CO)C(C=NC(C(=O)O)C(C)C)=C1O COC(=O)c1cccnc1
CN(Cc1ccc(Cl)nc1)C(C)=NC#N Nc1cc(Cl)nc(C(O)=O)c1Cl
NC1=CC=CN=C1N Cc1cccnc1
Cc1c(CO)nccc1OCC(F)(F)F CCc1ccncc1
OC(=O)c1ccnc(c1)C(O)=O OC(=O)c1ccccn1
CCCCOC(=O)c1cccnc1 CCc1cccc(C)n1
OC(=O)c1ccncc1C(O)=O NNC(=O)C1=CC=NC=C1
CCCCCCC(=O)NNC(=O)C1=CC=NC=C1 Cc1cccnc1C
OC(=O)c1ccc(nc1)C(O)=O CCN(CC)C(=O)c1cccnc1
OC(=O)c1cncc(c1)C(O)=O c1ccccn1
CCCCCOC(=O)c1cccnc1 Cc1ccc(C)c(C)n1
CCCCCCNC(=O)c1cccnc1 NNC(=O)c1cccnc1
CCCCCCOC(=O)c1cccnc1 Nc1ncccc1O
CCCCCCCOC(=O)c1cccnc1 Cc1ccncc1
Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl Cc1cc(C)c(C)cn1
OC(=O)COc1nc(Cl)c(Cl)cc1Cl OC(=O)c1cccnc1
Cc1nc(C)c(cc1C(O)=O)C(O)=O CCc1ccccn1
CCCCCCCC(=O)NNC(=O)C1=CC=NC=C1 CCCC(=O)NNC(=O)C1=CC=NC=C1
CCCCCCCCNC(=O)c1cccnc1 CCc1ccc(C)nc1
CCCCCCCCCCCNC(=O)c1cccnc1 Clc1ccccn1
CCCCCCCCCCNC(=O)c1cccnc1 CCCCC(=O)NNC(=O)C1=CC=NC=C1
CCCCCCCCOC(=O)c1cccnc1 NC(=O)c1ccccn1
CCCCCCCCCOC(=O)c1cccnc1 Oc1cccnc1
CCCCCCCCCNC(=O)c1cccnc1 Cc1ccnc(C)c1
CCCCCCCCCCOC(=O)c1cccnc1 Brc1ccccn1
CCCCCCCNC(=O)C1=CN=CC=C1 NCc1ccncc1
CCCCCCCCCCCCNC(=O)c1cccnc1 Cc1cccc(C)n1
CC(=NNC(=O)C1=CC=NC=C1)C(=O)O NCc1ccccn1
Nc1c(Cl)c(F)nc(OCC(O)=O)c1Cl Cc1ccncc1C
Clc1cccc(n1)C(Cl)(Cl)Cl N#Cc1cccnc1
CCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1 CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([O-])=O
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl CCOC(=O)c1ccnc(c1)C(=O)OCC
CCCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1 Nc1cccnc1
COc1cc(cc(Cl)n1)C(Cl)(Cl)Cl N#Cc1ccncc1
CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl Cc1cncc(C)c1
CSC(=O)c1c(CC(C)C)c(C(=O)SC)c(nc1C(F)F)C(F)(F)F Cc1ncc(CO)c(C=O)c1O
CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl NC1=NC(=CC=C1)N
CCCCCCC(C)OC(=O)COC1=NC(=C(Cl)C(=C1Cl)N)F Nc1ccccn1
CNC(=O)Oc1cccc2OC(C)(C)Oc12 O=CCc1ccc2OCOc2c1
C1OC2=C(O1)C=C(C(=C2)CO)[N+](=O)[O-] FC1(F)Oc2cccc(C=O)c2O1
OCc1c2OCOc2ccc1[N+]([O-])=O NNC(=O)C1=CC2=C(C=C1)OCO2
O=C(O)C=CC1=CC2=C(C=C1)OCO2 O=Cc1ccc2OCOc2c1
OC(=O)\C=C/c1ccc2OCOc2c1 CC(Cc1ccc2OCOc2c1)C=O
CCCCOCCOCCOCc1cc2OCOc2cc1CCC OC(=O)C(=O)c1ccc2OCOc2c1
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1 C(COc1ccccc1)Oc2ccccc2
CCCCCCCCC\C=C\CC1CC(=O)OC1=O O=C1CCC(=O)O1
CCN(CC)C1=CC2=C(C=C1)C(C)=CC(=O)O2 O=C1Oc2ccccc2C=C1
COc1ccc2C=CC(=O)Oc2c1CC=C(C)C COc1ccc2C=CC(=O)Oc2c1
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2 BrC1=CC(=O)Oc2ccccc12
CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C CCO[P](=O)(OCC)OC1=CC2=C(C=C1)C(=C(Cl)C(=O)O2)C
CC1C=C(C)CCC1COC(C)=O CC1=CCC(CC1)C(C)(C)O
CC(=O)/C=C/C1C(=CCCC1(C)C)C CC(C)C1(O)CCC(=CC1)C
CC1=CCCCC1 CC1(CCCC=C1C(O)=O)C(O)=O
COC(C)(C)C1CCC(=CC1)C CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1
C=CC1CCC=CC1 CC1=CC[C@@H](CC1)C(C)(C)O
C/C=C/C(=O)C1C(C)C=CCC1(C)C OC1CC(=CC(O)C1O)C(O)=O
CC1(C)CCC=C(C1)C(=O)CCC=C CNC(=O)NC(=O)C(C)(C(=O)OC)C1=CCCCC1
CC(=O)CCC1=C(C)CCCC1(C)C CC(C)(O)CCCC1=CCC(CC1)C=O
C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C COC(=O)C1C(=CCCC1(C)C)C
CC(=C\CO)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C C1CCC=CC1
CC(=C)C1CCC(=CC1)C CC1CC(=CC(C)C1CO)C
CC(=O)OC(C)(C)C1CCC(=CC1)C CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1
CC(=O)C(\C)=C/C1C(=CCCC1(C)C)C CC1CCC(=C(C1)NO)N=O
CCC(=O)/C=C/C1C(=CCCC1(C)C)C OC(=O)C1CCC(=CC1)C(O)=O
CCC(=O)/C=C/C1=C(C)CCCC1(C)C CC1=C(/C=C/C(C)(O)C=C)C(C)(C)CCC1
CC(=C)[C@@H]1CCC(=CC1)C OC(=O)C1=CCCCC1
CC(CCC=O)C1C(=CCCC1(C)C)C CC1CC(=CC(C)C1C=O)C
CC(=O)OC[C@H]1CCC=C(CCC=C(C)C)C1 CC(=C)C1CC=C(C)C(O)C1
CC(C)C1CCC(=CC1)C CC(=O)/C=C/C1=C(C)CCCC1(C)C
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C C/C=C/C(=O)C1C(=CCCC1(C)C)C
CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C O=CC1CCC=CC1
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C CC1(C)C2CCC1(C)C(O)C2
CC(=O)OC1C(C)(C)C2CCC1(C)C2 CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O
CC(=O)OC1CC2CCC1(C)C2(C)C CC1(C)C2CCC1(C)C(N)(C2)C(O)=O
CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C CC1(C)C2CCC1(C)[C@@H](O)C2
CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2
[O-][N+](=O)c1cc(OC(=O)Oc2cc(c(Cl)cc2Cl)[N+]([O-])=O)c(Cl)cc1Cl O=C(Oc1ccccc1)Oc2ccccc2
[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34 c1cc2ccc3cccc4ccc(c1)c2c34
Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12 Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1 Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O
CCc1ccc2C(=O)c3ccccc3C(=O)c2c1 OC1=CC=CC2=C1C(=O)C3=C(C=CC=C3O)C2=O
O=C1c2ccccc2C(=O)c3ccccc13 Oc1cccc2C(=O)c3ccccc3C(=O)c12
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1 O[S](=O)(=O)c1cccc2C(=O)c3c(cccc3[S](O)(=O)=O)C(=O)c12
Nc1ccc2C(=O)c3ccccc3C(=O)c2c1 O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O
Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12 OC(=O)CN(CC(O)=O)Cc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1O
CNc1cccc2C(=O)c3ccccc3C(=O)c12 Oc1ccc2C(=O)c3ccccc3C(=O)c2c1
Nc1ccc(N)c2C(=O)c3c(N)ccc(N)c3C(=O)c12 OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12 Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O
CCCCNc1ccc(NCCCC)c2C(=O)c3ccccc3C(=O)c12 COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N
CC(C)=CCCc1ccc2C(=O)c3ccccc3C(=O)c2c1 Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N
CCOC(=O)OCCOc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1N OC(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1C(O)=O
CCC1=C(O)C(=O)C=CO1 COC1=COC(=CC1=O)CS[P](=O)(OC)OC
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C CC(=O)C1CCC2C3CCC4=CC(=O)CC(O)C4(C)C3CCC12C
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C
CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4(O)C#CCO
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC=O C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O CC(O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC(=O)O)CCC12 C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O
CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C)CCC3C2(C)C1
C1C(=O)C=C2CCC3C4CCC(O)(C#C)C4(C)CCC3C2(C)C1 CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C
CCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)C(CO)CO)CCC12
CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C CC12CC(O)C3(F)C(CCC4=CC(=O)CCC43C)C2CCC1(O)C(=O)CO
CCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O
CCCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O
CC(C)(C)C(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
CC(=O)OC1CC2CC1C3CCCC23 OCC1CCC2C3CC(CC3CO)C12
C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12 O=CC1CCC2C3CCC(C3)C12
Fc1ccc(cc1)N2C(=O)C(=C(Cl)C2=O)Cl O=C1C=CC(=O)N1c2ccccc2
CCOC1=CC=C(NC(=O)NC2=CC=C(OCC)C=C2)C=C1 CCN(C(=O)N(CC)c1ccccc1)c2ccccc2
CC(=O)OC1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1 NC(=N)C1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)C(N)=N
Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1 CN(C(=O)N(C)c1ccccc1)c2ccccc2
Oc1ccccc1C(=O)OCc2ccccc2 Oc1ccc(cc1)C(=O)OCc2ccccc2
O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2 O=C(OCc1ccccc1)c2ccccc2
CCCCCCCCOC(=O)c1ccccc1C(=O)OCc2ccccc2 CCN(CC)CC(C1=CC=CC=C1)OC(=O)C2=CC=C(C=C2)[N+](=O)[O-]
CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1 Oc1ccc(Sc2ccccc2)cc1
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1 Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O
Cc1cc(O)c(cc1Sc2cc(c(O)cc2C)C(C)(C)C)C(C)(C)C S(c1ccccc1)c2ccccc2
Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl OC(=O)c1ccc2C(=O)OC(=O)c2c1
OC(=O)c1ccc2ccccc2c1 Nc1cccc2cccc(N)c12
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 NC(N)=NC(N)=Nc1ccc2ccccc2c1
CC(C)NCC(O)COc1cccc2ccccc12 NC1=CC=CC2=C1C=CC(=C2)[S](O)(=O)=O
C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-] O[S](=O)(=O)c1ccc2ccccc2c1
Cc1cccc2ccccc12 COC1=CC=C2C=C(C(C)C(=O)OCC(O)CO)C=CC2=C1
Cc1ccc2ccccc2c1 Oc1c(ccc2ccccc12)N=O
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O OC(=O)c1cccc2cccc(c12)[N+]([O-])=O
C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-] CN(C)CC(O)C1=C2C=CC=CC2=C(Cl)C=C1
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCOC(=O)C(N)CC(C)C OC1=CC=CC2=C1C=CC=C2O
CCC(C)C(N)C(=O)OCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1 Oc1ccc2ccccc2c1
OC(=O)CCC(=O)c1ccc2ccccc2c1 Nc1c2cc(ccc2c(cc1[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O
Oc1ccc2ccccc2c1C=O C1=CC2=C(C=C1S(=O)(=O)O)C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])O
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(N)=O NC1=CC=CC2=C1C(=CC=C2)[S](O)(=O)=O
Clc1cccc2ccccc12 Oc1ccc2cc(O)ccc2c1
CCOc1ccc(C(O)=O)c2ccccc12 Nc1ccc2cc(ccc2c1)[S](O)(=O)=O
Cc1ccc(C)c2ccccc12 Nc1cccc2ccc(cc12)[S](O)(=O)=O
Clc1ccc2ccccc2c1 O[P](O)(=O)c1cccc2ccccc12
CCc1cccc2ccccc12 Oc1cc(O)c2ccccc2c1
COc1cccc2ccccc12 O[S](=O)(=O)c1ccc2c(cccc2[S](O)(=O)=O)c1
CC1=C(C2=CC=CC=C2C=C1)[N+](=O)[O-] OC(=O)c1c(Cl)ccc2ccccc12
CCc1ccc2ccccc2c1 O=C(CS)NC1=CC=C2C=CC=CC2=C1
Cc1cc(C)c2ccccc2c1 OC(=O)CNC(=O)CN[S](=O)(=O)c1ccc2ccccc2c1
c1ccc2ccccc2c1 COC1=CC2=CC=C(C(C)C(=O)OCCCO)C=C2C=C1
BrC1=C(C=CC2=CC=CC=C12)N=C=S NC1=CC=C(C2=C1C=CC=C2)[S](O)(=O)=O
Brc1cccc2ccccc12 Oc1ccc2ccccc2c1[N+]([O-])=O
COC1=CC=C(C2=CC=CC=C21)[N+](=O)[O-] OC(=O)COC1=CC2=C(C=CC=C2)C=C1
Brc1ccc2ccccc2c1 CCN(CC)CCC(C)(O)C1=C2C=CC=CC2=C(OC)C=C1
S=C=NC1=CC2=CC=CC=C2C=C1 NC1=CC=C2C(O)=CC=CC2=C1S(=O)(=O)O
CCN(CC)C(=O)COC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1 Nc1cccc2ccccc12
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12 N=C(N)NN=CC1=C2C=CC=CC2=CC=C1O
O=C(O)[C@@H](C)c1ccc2cc(ccc2c1)OC Fc1cccc2ccccc12
CCC(C)C(N)C(=O)OCCCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1 COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OC(C)OC(=O)CN
Ic1cccc2ccccc12 NC1=CC2=C(C=C1)C=CC(=C2)[S](O)(=O)=O
S=C=Nc1cccc2ccccc12 OC(=O)c1cccc2ccccc12
COC1=CC=C2C=C(C(C)C(=O)OCC(C)=O)C=CC2=C1 NC1=CC(=CC2=C1C=CC=C2)[S](O)(=O)=O
Cc1c(C)cc2ccccc2c1 NC(=S)Nc1cccc2ccccc12
c1ccc2c(C)cccc2c1C Oc1cccc2ccccc12
COC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1 COC1=CC=C2C=C(C(C)C(=O)OCCO)C=CC2=C1
CC(C)c1cccc2ccccc12 NC(=N)NC(=N)Nc1cccc2ccccc12
Cc1ccc2cc(C)ccc2c1 OC(=O)c1ccc2cc(O)ccc2c1
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)C Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O
CC1=CC=C(C)C2=C1C=CC=C2C COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CCO
Cc1ccc2cc(C)c(C)cc2c1 NC1=CC2=C(S(=O)(=O)O)C=CC=C2C=C1
CC(C)COc1ccc2ccccc2c1 COC1=CC=C2C=C(C=CC2=C1)C(C)C(O)=O
CCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1 CC(=O)c1ccc2ccccc2c1
CC(C)c1ccc2ccccc2c1 Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O
Clc1ccc(Cl)c2ccccc12 NC1=CC2=C(C=C1)C(=CC=C2)[S](O)(=O)=O
ClC1=CC2=C(C=CC=C2)C=C1Cl OC(=O)c1cc2ccccc2cc1O
[O-][N+](=O)C1=C(Cl)C2=C(C=CC=C2)C(=C1)[N+]([O-])=O Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O
COC1=CC=C2C=C(C(C)C(=O)OC(C)C)C=CC2=C1 CCNc1cccc2ccccc12
